ncaa_id,date,team,opponent,home_away,result,team_score,opponent_score,attend.x,s,mp,kills,errors,total_attacks,hit_pct,assists,aces,s_err,digs,r_err,block_solos,block_assists,b_err,pts.x,bhe.x,attend.y,defensive_s,defensive_mp,defensive_kills,defensive_errors,defensive_total_attacks,defensive_hit_pct,defensive_assists,defensive_aces,defensive_s_err,defensive_digs,defensive_r_err,defensive_block_solos,defensive_block_assists,defensive_b_err,pts.y,bhe.y
430,2018-09-26,Mississippi St.,Auburn,Home,W,3,2,0,5,0,49,29,146,0.137,43,10,9,54,3,3,12,0,68,1,0,5,0,65,23,152,0.276,59,3,10,63,10,4,18,0,81,6
430,2018-10-05,Mississippi St.,Kentucky,Home,L,0,3,0,3,0,21,16,74,0.068,21,2,8,19,8,0,6,0,26,1,0,3,0,41,5,67,0.537,37,8,6,36,2,1,12,2,56,NA
430,2018-10-07,Mississippi St.,Tennessee,Away,L,0,3,0,3,0,30,16,91,0.154,27,4,5,36,6,3,14,1,44,NA,0,3,0,44,23,113,0.186,40,6,5,39,4,2,10,1,57,NA
430,2018-10-12,Mississippi St.,Arkansas,Away,L,1,3,0,4,0,41,13,116,0.241,41,6,10,43,7,4,8,2,55,NA,0,4,0,68,22,151,0.305,68,7,9,57,6,1,12,1,82,NA
430,2018-10-14,Mississippi St.,Missouri,Home,L,0,3,0,3,0,26,18,98,0.082,24,2,5,44,7,2,8,0,34,NA,0,3,0,45,11,104,0.327,44,7,5,48,2,1,12,1,59,NA
430,2018-10-17,Mississippi St.,Alabama,Away,L,0,3,0,3,0,33,16,118,0.144,30,1,6,55,3,3,2,2,38,2,0,3,0,50,17,129,0.256,47,3,5,62,1,3,4,3,58,1
430,2018-10-21,Mississippi St.,Ole Miss,Away,L,1,3,0,4,0,54,21,132,0.25,50,4,3,53,7,4,10,0,67,NA,0,4,0,61,16,134,0.336,55,7,8,47,4,2,12,2,76,NA
430,2018-10-24,Mississippi St.,Arkansas,Home,L,0,3,0,3,0,36,15,100,0.21,36,2,8,34,3,2,10,1,45,1,0,3,0,48,15,104,0.317,46,3,5,44,2,0,6,0,54,NA
430,2018-10-28,Mississippi St.,Florida,Home,L,0,3,0,3,0,33,25,115,0.07,31,3,6,51,2,1,10,1,42,1,0,3,0,41,14,107,0.252,34,2,4,47,3,4,10,1,52,NA
430,2018-11-02,Mississippi St.,LSU,Home,L,0,3,0,3,0,27,17,91,0.11,26,4,6,29,5,1,0,0,32,NA,0,3,0,47,13,93,0.366,44,5,3,43,4,1,6,0,56,2
430,2018-11-09,Mississippi St.,Kentucky,Away,L,0,3,0,3,0,28,12,93,0.172,27,0,8,39,9,0,12,0,34,1,0,3,0,44,12,102,0.314,38,9,4,47,0,2,12,3,61,2
430,2018-11-11,Mississippi St.,Tennessee,Home,L,0,3,0,3,0,35,10,96,0.26,33,2,4,34,4,2,12,0,45,NA,0,3,0,58,17,116,0.353,56,4,7,44,2,0,8,3,66,NA
430,2018-11-16,Mississippi St.,Alabama,Home,L,0,3,0,3,0,31,21,122,0.082,28,2,5,63,5,6,10,1,44,NA,0,3,0,43,20,139,0.165,40,5,5,63,2,3,8,1,55,2
430,2018-11-18,Mississippi St.,Texas A&M,Home,L,1,3,0,4,0,41,19,113,0.195,39,1,5,46,12,4,4,1,48,NA,0,4,0,56,26,142,0.211,54,12,9,50,1,3,8,1,75,NA
430,2018-11-21,Mississippi St.,Auburn,Away,L,2,3,0,5,0,64,23,159,0.258,64,4,6,73,7,3,25,1,83.5,NA,0,5,0,66,27,175,0.223,61,7,9,62,4,2,16,0,83,5
430,2018-11-23,Mississippi St.,Georgia,Away,L,1,3,0,4,0,53,18,134,0.261,44,2,5,47,8,3,18,1,67,1,0,4,0,69,22,149,0.315,66,8,14,53,2,0,4,1,79,NA
432,2018-08-24,Mississippi Val.,"Georgia St. Starville, Miss.",Away,L,0,3,0,3,0,22,25,109,-0.028,22,2,4,49,5,0,2,1,25,4,0,3,0,37,20,113,0.15,35,5,7,56,2,3,8,1,49,NA
432,2018-08-24,Mississippi Val.,Mississippi St.,Away,L,0,3,0,3,0,19,25,112,-0.054,18,5,6,47,3,0,6,1,27,3,0,3,0,34,14,98,0.204,33,3,5,62,5,3,16,0,48,1
432,2018-08-25,Mississippi Val.,"California Baptist Starkville, Miss.",Away,L,0,3,0,3,0,14,17,85,-0.035,14,3,5,45,8,0,6,2,20,NA,0,3,0,43,14,104,0.279,38,8,9,50,3,1,12,1,58,NA
432,2018-08-25,Mississippi Val.,"ULM Starkville, Miss.",Away,L,0,3,0,3,0,24,23,95,0.011,22,3,9,31,2,1,2,2,29,1,0,3,0,40,10,83,0.361,34,2,3,45,3,2,10,0,49,NA
432,2018-08-31,Mississippi Val.,"Sam Houston Lafayette, La.",Away,L,0,3,0,3,0,24,23,94,0.011,24,2,4,30,5,0,4,2,28,3,0,3,0,35,7,74,0.378,33,5,1,39,2,3,4,1,45,2
432,2018-08-31,Mississippi Val.,Louisiana,Away,L,0,3,0,3,0,10,17,78,-0.09,9,0,7,24,6,0,0,1,10,2,0,3,0,39,6,73,0.452,32,6,2,45,0,3,6,2,51,1
432,2018-09-01,Mississippi Val.,"Houston Lafayette, La.",Away,L,0,3,0,3,0,23,16,77,0.091,23,2,4,32,10,0,6,2,28,2,0,3,0,38,9,83,0.349,32,10,4,35,2,1,6,2,52,1
432,2018-09-01,Mississippi Val.,"Nicholls Lafayette, La.",Away,L,0,3,0,3,0,23,22,89,0.011,21,1,5,53,11,0,2,9,25,1,0,3,0,32,11,104,0.202,28,11,9,41,1,7,8,3,54,1
432,2018-09-07,Mississippi Val.,"Western Caro. Gadsden, Ala.",Away,L,0,3,0,3,0,17,22,80,-0.063,17,3,5,27,5,1,4,5,23,4,0,3,0,37,10,78,0.346,34,5,5,37,3,2,8,1,48,NA
432,2018-09-07,Mississippi Val.,"Jacksonville St. Gadsden, Ala.",Away,L,0,3,0,3,0,20,26,82,-0.073,20,4,6,23,4,0,2,4,25,2,0,3,0,37,11,80,0.325,35,4,7,31,4,2,8,3,47,NA
432,2018-09-08,Mississippi Val.,"Bradley Gadsden, Ala.",Away,L,0,3,0,3,0,13,23,76,-0.132,13,1,2,29,8,0,4,4,16,2,0,3,0,38,6,74,0.432,35,8,7,37,1,2,4,0,50,1
432,2018-09-10,Mississippi Val.,Crowley's Ridge,Away,W,3,0,0,3,0,47,13,119,0.286,45,7,7,81,1,2,4,0,58,1,0,3,0,19,17,123,0.016,17,1,2,54,7,0,2,0,21,2
432,2018-09-13,Mississippi Val.,Dillard,Home,W,3,0,0,3,0,39,17,99,0.222,36,6,5,51,2,0,8,0,49,5,0,3,0,22,19,96,0.031,22,2,3,41,6,2,4,3,28,8
432,2018-09-18,Mississippi Val.,Mississippi Col.,Away,L,0,3,0,3,0,27,16,98,0.112,25,2,3,38,7,0,2,0,30,4,0,3,0,44,13,97,0.32,42,7,6,50,2,1,4,0,54,7
432,2018-09-21,Mississippi Val.,"Southern U. Baton Rouge, La,",Away,L,2,3,0,5,0,54,32,159,0.138,53,9,10,64,13,3,4,2,68,1,0,5,0,46,30,146,0.11,46,13,8,61,9,2,13,3,67.5,NA
432,2018-09-21,Mississippi Val.,"Texas Southern Baton Rouge, La.",Away,L,0,3,0,3,0,23,15,72,0.111,22,1,7,27,7,0,0,1,24,2,0,3,0,26,9,70,0.243,22,7,5,31,1,0,12,1,39,2
432,2018-09-22,Mississippi Val.,"Prairie View Baton Rouge, La.",Away,L,1,3,0,4,0,44,31,144,0.09,39,3,8,54,0,1,8,2,52,6,0,4,0,50,27,138,0.167,46,0,4,61,3,1,22,4,62,2
432,2018-09-22,Mississippi Val.,"Ark.-Pine Bluff Baton Rouge, La.",Away,L,0,3,0,3,0,24,19,96,0.052,22,2,4,50,8,0,10,1,31,4,0,3,0,37,21,116,0.138,32,8,8,42,2,2,8,3,51,NA
432,2018-09-23,Mississippi Val.,"Grambling Baton Rouge, La.",Away,L,2,3,0,5,0,35,33,179,0.011,33,8,6,83,10,1,8,0,48,5,0,5,0,52,24,172,0.163,45,9,7,94,8,1,8,0,66,8
432,2018-09-30,Mississippi Val.,Alabama St.,Home,L,1,3,0,4,0,36,26,133,0.075,36,11,7,64,4,1,0,2,48,NA,0,4,0,57,19,149,0.255,52,4,8,64,11,5,10,1,71,2
432,2018-10-01,Mississippi Val.,Alabama A&M,Home,L,1,3,0,4,0,30,25,134,0.037,29,4,2,69,7,2,10,4,41,3,0,4,0,63,29,166,0.205,60,7,8,73,4,1,6,3,74,2
432,2018-10-08,Mississippi Val.,Alcorn,Home,W,3,2,0,5,0,45,28,162,0.105,43,10,8,94,7,0,20,2,65,10,0,5,0,47,29,182,0.099,45,7,12,84,10,1,18,3,64,6
432,2018-10-11,Mississippi Val.,Jackson St.,Away,L,0,3,0,3,0,31,25,98,0.061,23,2,4,25,3,2,2,0,36,1,0,3,0,41,14,92,0.293,34,3,3,33,2,7,4,0,53,NA
432,2018-10-15,Mississippi Val.,Dillard,Away,W,3,2,0,5,0,48,41,188,0.037,47,10,11,88,3,1,12,0,65,1,0,5,0,51,33,181,0.099,47,4,10,88,10,2,10,0,62,5
432,2018-10-19,Mississippi Val.,"Ark.-Pine Bluff Huntsville, Ala.",Away,L,1,3,0,4,0,58,33,206,0.121,52,1,3,111,6,2,2,2,62,3,0,4,0,53,25,200,0.14,48,6,7,100,1,3,12,2,68,NA
432,2018-10-19,Mississippi Val.,Prairie View ,Away,W,3,2,0,5,0,48,34,156,0.09,45,14,6,76,5,0,0,0,62,NA,0,5,0,44,23,147,0.143,41,5,7,67,14,7,4,1,58,NA
432,2018-10-20,Mississippi Val.,"Texas Southern Huntsville,AL",Away,L,2,3,0,5,0,50,31,151,0.126,42,6,9,61,7,2,0,0,58,NA,0,5,0,49,22,147,0.184,45,7,8,62,6,6,4,0,64,NA
432,2018-10-20,Mississippi Val.,"Southern U. Huntsville, Ala.",Away,L,0,3,0,3,0,31,16,114,0.132,29,2,4,50,5,0,8,2,37,4,0,3,0,45,20,120,0.208,43,5,0,59,2,0,14,4,57,3
432,2018-10-21,Mississippi Val.,"Grambling Huntsville, Ala.",Away,L,1,3,0,4,0,34,30,145,0.028,33,5,9,53,4,1,4,2,42,1,0,4,0,49,21,127,0.22,44,4,7,67,5,0,13,0,59.5,3
432,2018-10-28,Mississippi Val.,Alabama St.,Away,L,0,3,0,3,0,14,22,85,-0.094,14,3,5,34,7,0,2,0,18,4,0,3,0,37,11,89,0.292,35,7,5,41,3,3,4,0,49,NA
432,2018-10-29,Mississippi Val.,Alabama A&M,Away,L,0,3,0,3,0,26,23,94,0.032,26,4,4,35,4,0,4,2,32,4,0,3,0,39,12,92,0.293,34,4,5,40,4,4,8,5,51,1
432,2018-11-05,Mississippi Val.,Alcorn,Away,L,0,3,0,3,0,30,22,109,0.073,30,6,4,52,8,2,4,0,40,1,0,3,0,38,13,112,0.223,35,8,5,48,6,0,8,0,50,1
432,2018-11-08,Mississippi Val.,Jackson St.,Home,W,3,1,0,4,0,50,14,131,0.275,45,10,10,58,9,1,11,5,66.5,NA,0,4,0,53,26,143,0.189,53,9,8,61,10,2,10,3,69,1
434,2018-08-24,Missouri,"Delaware St. Harrisonburg, Va.",Away,W,3,0,0,3,0,39,11,83,0.337,37,4,7,33,4,1,12,1,50,1,0,3,0,20,24,82,-0.049,20,4,4,28,4,0,2,1,25,1
434,2018-08-25,Missouri,James Madison,Away,L,1,3,0,4,0,69,26,160,0.269,62,1,3,63,6,0,20,3,80,2,0,4,0,64,23,162,0.253,59,6,6,58,1,0,14,2,77,1
434,2018-08-25,Missouri,"Fairfield Harrisonburg, Va.",Away,W,3,0,0,3,0,34,12,79,0.278,30,7,6,31,3,3,13,1,50.5,NA,0,3,0,23,24,87,-0.011,22,3,6,30,7,0,2,0,27,3
434,2018-08-31,Missouri,Xavier San Juan,Away,W,3,0,0,3,0,41,14,103,0.262,36,8,3,34,4,3,16,0,60,4,0,3,0,35,20,94,0.16,34,4,3,39,8,0,8,0,43,1
434,2018-09-01,Missouri,Miami (FL) San Juan,Away,W,3,2,0,5,0,64,26,158,0.241,58,5,15,59,4,3,18,0,81,5,0,5,0,54,19,136,0.257,50,4,14,58,5,3,16,0,69,3
434,2018-09-02,Missouri,Arizona St. San Juan,Away,W,3,1,0,4,0,56,19,145,0.255,51,7,9,56,6,1,26,0,77,2,0,4,0,45,18,133,0.203,42,6,8,57,7,3,10,0,59,5
434,2018-09-07,Missouri,Towson,Away,W,3,2,0,5,0,57,20,164,0.226,50,6,8,65,9,3,28,2,80,NA,0,5,0,64,42,189,0.116,61,9,9,72,6,1,12,1,80,NA
434,2018-09-07,Missouri,"Princeton Towson, Md.",Away,W,3,0,0,3,0,46,12,96,0.354,42,7,7,38,2,6,8,0,63,NA,0,3,0,30,19,91,0.121,29,2,2,34,7,0,4,1,34,1
434,2018-09-08,Missouri,"Ohio St. Towson, Md.",Away,L,1,3,0,4,0,45,23,139,0.158,43,3,5,69,6,3,10,3,56,4,0,4,0,57,26,166,0.187,47,6,11,62,3,3,8,2,70,NA
434,2018-09-14,Missouri,Ohio,Home,W,3,1,0,4,0,56,23,135,0.244,51,7,6,64,9,4,14,0,74,1,0,4,0,37,22,134,0.112,36,9,10,47,7,1,14,0,54,NA
434,2018-09-14,Missouri,A&M-Corpus Christi,Home,W,3,0,0,3,0,46,13,101,0.327,40,5,7,43,3,3,8,0,58,NA,0,3,0,32,17,102,0.147,27,3,6,42,5,0,8,0,39,NA
434,2018-09-15,Missouri,Drake,Home,W,3,0,0,3,0,36,6,86,0.349,35,6,5,41,3,6,14,0,55,1,0,3,0,35,27,112,0.071,33,3,5,42,6,0,4,0,40,NA
434,2018-09-19,Missouri,Alabama,Home,W,3,0,0,3,0,50,21,125,0.232,45,1,10,56,3,3,16,0,62,4,0,3,0,26,20,108,0.056,20,3,5,46,1,2,14,0,38,NA
434,2018-09-23,Missouri,Arkansas,Away,W,3,1,0,4,0,54,18,145,0.248,51,7,8,73,10,0,23,3,72.5,2,0,4,0,43,20,145,0.159,38,10,7,61,7,1,10,4,59,1
434,2018-09-28,Missouri,Tennessee,Away,L,2,3,0,5,0,63,27,181,0.199,60,4,5,63,4,3,16,2,78,NA,0,5,0,70,25,176,0.256,63,4,3,73,4,3,14,2,84,NA
434,2018-09-30,Missouri,Kentucky,Away,L,1,3,0,4,0,53,23,151,0.199,49,1,8,57,11,1,20,6,65,NA,0,4,0,56,21,148,0.236,52,11,8,59,1,2,26,2,82,NA
434,2018-10-05,Missouri,South Carolina,Home,W,3,0,0,3,0,49,10,97,0.402,41,6,10,37,3,3,10,0,63,1,0,3,0,36,16,96,0.208,31,3,7,31,6,0,2,0,40,NA
434,2018-10-07,Missouri,Arkansas,Home,W,3,0,0,3,0,41,11,106,0.283,38,5,8,50,0,2,18,0,57,1,0,3,0,35,21,115,0.122,33,0,8,49,5,1,2,0,37,NA
434,2018-10-12,Missouri,Ole Miss,Away,W,3,0,0,3,0,43,11,90,0.356,39,5,5,39,6,4,16,1,60,NA,0,3,0,39,26,112,0.116,35,7,4,33,5,3,2,0,50,NA
434,2018-10-14,Missouri,Mississippi St.,Away,W,3,0,0,3,0,45,11,104,0.327,44,7,5,48,2,1,12,1,59,NA,0,3,0,26,18,98,0.082,24,2,5,44,7,2,8,0,34,NA
434,2018-10-19,Missouri,Auburn,Home,W,3,1,0,4,0,52,11,117,0.35,49,4,9,60,7,5,10,0,66,2,0,4,0,41,24,134,0.127,35,7,9,47,4,2,2,0,51,3
434,2018-10-21,Missouri,Florida,Away,W,3,2,0,5,0,58,36,161,0.137,53,7,9,61,5,1,16,4,74,NA,0,5,0,55,22,149,0.221,48,5,6,57,7,1,45,4,83.5,2
434,2018-10-26,Missouri,LSU,Home,W,3,0,0,3,0,54,20,109,0.312,47,5,4,42,3,2,0,0,61,NA,0,3,0,30,13,92,0.185,29,3,4,31,5,4,6,0,40,NA
434,2018-10-28,Missouri,Texas A&M,Home,W,3,2,0,5,0,66,23,154,0.279,65,4,8,64,3,6,12,0,82,NA,0,5,0,57,26,152,0.204,50,3,11,57,4,4,14,0,71,1
434,2018-11-02,Missouri,South Carolina,Away,L,2,3,0,5,0,63,19,141,0.312,60,7,16,53,7,0,18,5,79,3,0,5,0,58,20,142,0.268,53,7,14,47,7,1,4,4,68,NA
434,2018-11-07,Missouri,Auburn,Away,W,3,0,0,3,0,46,13,98,0.337,44,1,5,39,5,2,12,2,55,NA,0,3,0,37,20,100,0.17,35,5,7,33,1,1,6,0,46,1
434,2018-11-11,Missouri,Georgia,Home,W,3,1,0,4,0,46,30,132,0.121,45,16,8,38,6,6,16,0,76,NA,0,4,0,51,27,123,0.195,49,6,9,47,16,2,22,0,70,1
434,2018-11-14,Missouri,Tennessee,Home,L,1,3,0,4,0,47,19,134,0.209,44,3,11,49,4,5,6,0,58,NA,0,4,0,57,18,130,0.3,55,4,11,59,3,1,14,0,69,NA
434,2018-11-18,Missouri,Kentucky,Home,L,0,3,0,3,0,35,12,93,0.247,34,5,4,36,3,3,4,0,45,2,0,3,0,53,7,100,0.46,48,3,10,39,5,1,8,0,61,NA
434,2018-11-21,Missouri,LSU,Away,W,3,2,0,5,0,66,23,163,0.264,60,6,6,65,6,0,8,0,76,NA,0,5,0,64,20,162,0.272,55,6,13,63,6,3,6,1,76,1
434,2018-11-30,Missouri,"Arizona Lincoln, Nebraska",Away,W,3,0,0,3,0,48,6,102,0.412,46,8,7,49,5,0,2,1,57,3,0,3,0,36,13,104,0.221,35,5,3,44,8,1,2,2,43,2
434,2018-12-01,Missouri,Nebraska,Away,L,0,3,0,3,0,38,16,102,0.216,35,1,5,38,7,1,6,2,43,1,0,3,0,46,8,99,0.384,41,7,7,41,1,1,14,2,61,NA
669,2018-08-24,Missouri St.,Col. of Charleston,Away,L,2,3,0,5,0,58,24,168,0.202,53,5,4,74,0,3,24,0,78,1,0,5,0,70,30,181,0.221,65,0,9,79,5,1,24,2,83,NA
669,2018-08-25,Missouri St.,"Alabama Charleston, S.C.",Away,L,1,3,0,4,0,40,28,147,0.082,38,2,2,66,6,0,12,2,48,4,0,4,0,56,19,147,0.252,54,6,3,70,2,4,22,0,77,3
669,2018-08-25,Missouri St.,"Western Ky. Charleston, S.C.",Away,L,1,3,0,4,0,44,29,152,0.099,43,3,3,56,6,0,22,0,58,2,0,4,0,50,30,149,0.134,50,6,5,67,3,5,18,4,70,1
669,2018-08-31,Missouri St.,Oral Roberts,Home,W,3,0,0,3,0,39,15,118,0.203,37,3,5,72,2,1,14,2,50,2,0,3,0,28,29,140,-0.007,27,2,4,56,3,1,10,1,36,NA
669,2018-09-01,Missouri St.,Grambling,Home,W,3,0,0,3,0,51,14,98,0.378,45,4,4,48,1,0,8,3,59,2,0,3,0,22,13,86,0.105,22,1,4,31,4,1,6,1,27,2
669,2018-09-01,Missouri St.,Ball St.,Home,W,3,1,0,4,0,59,27,174,0.184,54,4,5,82,2,0,20,2,73,NA,0,4,0,43,27,168,0.095,40,2,1,78,4,8,14,2,60,1
669,2018-09-04,Missouri St.,Kansas St.,Away,L,0,3,0,3,0,33,21,108,0.111,33,1,5,36,9,0,6,1,37,1,0,3,0,40,13,95,0.284,36,9,3,47,1,1,18,1,59,NA
669,2018-09-06,Missouri St.,Nicholls ,Away,W,3,0,0,3,0,37,9,85,0.329,32,6,6,48,0,0,20,0,53,1,0,3,0,17,22,98,-0.051,16,0,5,38,6,2,2,3,20,3
669,2018-09-07,Missouri St.,Pepperdine ,Away,L,0,3,0,3,0,26,15,88,0.125,25,3,4,33,13,1,10,3,35,NA,0,3,0,42,14,96,0.292,39,13,5,43,3,0,14,0,62,NA
669,2018-09-07,Missouri St.,Texas A&M,Away,W,3,2,0,5,0,60,20,167,0.24,57,4,5,73,5,3,12,3,73,1,0,5,0,72,20,178,0.292,72,5,7,75,4,1,16,3,86,1
669,2018-09-14,Missouri St.,"New Mexico Lincoln, Nebraska",Away,W,3,0,0,3,0,36,17,100,0.19,34,5,3,49,4,2,19,2,52.5,NA,0,3,0,38,25,122,0.107,34,4,8,43,5,3,6,2,48,1
669,2018-09-14,Missouri St.,"Central Mich. Lincoln, Nebraska",Away,W,3,0,0,3,0,42,18,102,0.235,39,0,5,48,3,0,14,0,49,NA,0,3,0,23,26,101,-0.03,22,3,4,31,0,3,10,6,34,1
669,2018-09-15,Missouri St.,Nebraska,Away,L,0,3,0,3,0,20,21,90,-0.011,20,4,2,31,3,0,4,3,26,2,0,3,0,46,4,84,0.5,41,3,7,44,4,2,22,3,62,NA
669,2018-09-21,Missouri St.,Illinois St.,Home,L,0,3,0,3,0,37,19,127,0.142,35,2,1,48,4,1,6,1,43,1,0,3,0,49,10,110,0.355,44,4,7,58,2,1,8,1,58,NA
669,2018-09-22,Missouri St.,Bradley,Home,L,1,3,0,4,0,57,31,188,0.138,55,2,5,99,5,0,18,2,68,NA,0,4,0,54,26,188,0.149,51,5,6,88,2,0,22,2,70,1
669,2018-09-24,Missouri St.,Loyola Chicago,Away,L,0,3,0,3,0,38,25,121,0.107,34,1,2,44,2,0,14,3,46,2,0,3,0,43,15,107,0.262,40,2,5,51,1,3,14,2,55,1
669,2018-09-28,Missouri St.,"Southern Ill. Springfield, Mo.",Away,W,3,0,0,3,0,58,15,121,0.355,56,3,5,56,3,0,8,0,65,NA,0,3,0,32,9,102,0.225,32,3,3,45,3,2,8,1,41,1
669,2018-10-05,Missouri St.,Indiana St.,Away,W,3,1,0,4,0,67,29,187,0.203,63,5,7,85,3,1,16,1,81,2,0,4,0,46,17,159,0.182,40,3,2,78,5,0,18,2,58,5
669,2018-10-06,Missouri St.,Evansville,Away,W,3,2,0,5,0,67,20,181,0.26,60,6,4,82,2,3,24,0,88,NA,0,5,0,68,26,187,0.225,64,2,7,79,6,3,2,0,74,NA
669,2018-10-12,Missouri St.,Drake,Home,W,3,0,0,3,0,45,24,135,0.156,44,2,4,64,1,6,22,2,64,1,0,3,0,41,30,143,0.077,41,1,2,54,2,1,20,1,53,NA
669,2018-10-13,Missouri St.,UNI,Home,L,2,3,0,5,0,58,31,174,0.155,56,5,1,71,3,0,16,2,71,NA,0,5,0,76,30,187,0.246,72,3,4,70,5,4,17,1,91.5,NA
669,2018-10-19,Missouri St.,Bradley,Away,L,1,3,0,4,0,51,19,140,0.229,51,1,5,69,5,2,12,1,60,NA,0,4,0,69,25,174,0.253,66,5,8,65,1,0,16,2,82,NA
669,2018-10-20,Missouri St.,Illinois St.,Away,L,0,3,0,3,0,43,19,143,0.168,42,4,5,71,2,0,10,2,52,2,0,3,0,48,16,150,0.213,44,2,3,68,4,1,8,0,55,1
669,2018-10-27,Missouri St.,Southern Ill.,Away,W,3,1,0,4,0,67,25,150,0.28,63,5,10,64,3,0,12,1,78,2,0,4,0,39,13,125,0.208,36,3,8,51,5,4,18,3,55,2
669,2018-10-29,Missouri St.,Valparaiso,Away,W,3,1,0,4,0,56,16,162,0.247,54,1,5,80,6,1,16,0,66,3,0,4,0,48,33,174,0.086,44,6,3,78,1,0,10,3,59,1
669,2018-11-02,Missouri St.,Evansville,Home,W,3,0,0,3,0,41,11,96,0.313,41,4,3,52,2,3,10,1,53,1,0,3,0,43,20,119,0.193,42,2,7,41,4,0,10,0,50,2
669,2018-11-03,Missouri St.,Indiana St.,Home,W,3,1,0,4,0,66,22,173,0.254,62,6,3,85,1,1,8,3,77,1,0,4,0,47,19,157,0.178,45,1,4,70,6,1,16,3,57,1
669,2018-11-09,Missouri St.,UNI,Away,L,0,3,0,3,0,31,14,104,0.163,31,2,2,32,1,1,12,4,40,2,0,3,0,54,18,110,0.327,45,1,1,50,2,1,12,0,62,NA
669,2018-11-10,Missouri St.,Drake,Away,W,3,1,0,4,0,65,21,161,0.273,61,4,2,78,3,3,18,3,81,1,0,4,0,52,25,166,0.163,49,3,4,58,4,1,16,1,64,NA
669,2018-11-16,Missouri St.,Valparaiso,Home,L,2,3,0,5,0,67,29,179,0.212,63,3,7,80,4,2,14,6,79,1,0,5,0,62,28,190,0.179,56,4,5,67,3,4,14,3,77,NA
669,2018-11-17,Missouri St.,Loyola Chicago,Home,W,3,0,0,3,0,47,13,98,0.347,47,6,6,43,3,0,12,1,59,NA,0,3,0,28,17,95,0.116,25,3,5,29,6,1,14,0,39,NA
669,2018-11-22,Missouri St.,"Valparaiso Springfield, Mo.",Away,L,2,3,0,5,0,70,33,209,0.177,68,4,7,95,1,1,20,4,85,1,0,5,0,63,22,204,0.201,60,1,3,92,4,2,16,1,74,NA
441,2018-08-24,Montana,UC Riverside,Away,L,1,3,0,4,0,49,21,157,0.178,47,3,12,56,3,1,14,1,60,1,0,4,0,57,20,140,0.264,56,3,10,72,3,3,8,0,67,1
441,2018-08-25,Montana,"Akron Fullerton, Calif.",Away,L,2,3,0,5,0,51,18,158,0.209,49,8,6,62,8,3,20,4,72,2,0,5,0,72,33,178,0.219,66,8,9,78,8,1,12,0,87,2
441,2018-08-25,Montana,Cal St. Fullerton,Away,L,0,3,0,3,0,34,19,122,0.123,34,7,5,55,7,0,6,2,44,NA,0,3,0,43,17,124,0.21,41,7,3,54,7,0,8,2,54,2
441,2018-08-31,Montana,Utah,Home,L,0,3,0,3,0,35,22,96,0.135,32,1,4,33,4,1,6,1,40,3,0,3,0,40,10,91,0.33,34,4,5,29,1,2,26,3,59,NA
441,2018-08-31,Montana,Iowa St.,Home,L,0,3,0,3,0,31,24,105,0.067,31,4,3,44,5,1,12,2,42,NA,0,3,0,43,15,109,0.257,42,5,5,42,4,1,20,3,59,1
441,2018-09-01,Montana,Gonzaga,Home,W,3,2,0,5,0,57,27,140,0.214,56,7,4,52,14,1,20,6,75,1,0,5,0,57,22,139,0.252,55,14,6,47,7,1,12,4,78,2
441,2018-09-07,Montana,New Mexico St.,Away,L,2,3,0,5,0,63,27,157,0.229,60,4,9,64,5,5,10,2,77,2,0,5,0,60,24,164,0.22,55,5,6,64,4,2,12,0,73,1
441,2018-09-07,Montana,"Arizona Las Cruces, N.M.",Away,L,0,3,0,3,0,31,17,105,0.133,30,1,1,45,3,0,8,0,36,1,0,3,0,51,18,125,0.264,44,3,2,45,1,4,6,1,61,NA
441,2018-09-08,Montana,UTEP,Away,W,3,0,0,3,0,40,15,120,0.208,32,3,5,51,4,1,18,1,53,NA,0,3,0,43,23,133,0.15,38,4,6,55,3,3,10,2,55,NA
441,2018-09-14,Montana,CSU Bakersfield,Away,L,1,3,0,4,0,49,22,136,0.199,46,8,9,53,6,1,12,3,64,NA,0,4,0,57,17,134,0.299,53,6,8,54,8,1,20,1,74,NA
441,2018-09-14,Montana,"UC Santa Barbara Bakersfield, Calif.",Away,L,0,3,0,3,0,31,17,87,0.161,30,2,7,44,13,0,5,3,35.5,NA,0,3,0,36,10,96,0.271,34,13,11,35,2,0,8,1,53,NA
441,2018-09-15,Montana,"South Dakota Bakersfield, Calif.",Away,W,3,2,0,5,0,54,25,163,0.178,47,8,9,76,7,1,26,3,76,NA,0,5,0,64,24,169,0.237,59,7,17,77,8,0,16,3,79,NA
441,2018-09-20,Montana,Sacramento St.,Home,W,3,2,0,5,0,61,35,165,0.158,56,6,6,69,6,1,20,0,78,NA,0,5,0,60,25,162,0.216,57,6,18,53,6,4,18,0,79,1
441,2018-09-22,Montana,Portland St.,Home,W,3,0,0,3,0,50,15,119,0.294,50,7,11,59,1,0,4,3,59,NA,0,3,0,28,10,106,0.17,25,1,6,45,7,0,10,0,34,1
441,2018-09-25,Montana,Montana St.,Home,W,3,2,0,5,0,65,38,184,0.147,62,6,7,82,8,3,17,1,82.5,2,0,5,0,47,23,172,0.14,45,8,6,66,6,2,26,1,70,3
